full_key,namespace,key,source_en,target_it
ST_AttributeMod_Conditions/Spell_Fire_Prefix_Gain,ST_AttributeMod_Conditions,Spell_Fire_Prefix_Gain,Fire Spells gain,Le magie di fuoco ottengono
ST_AttributeMod_Conditions/Spell_Fire_Suffix_For,ST_AttributeMod_Conditions,Spell_Fire_Suffix_For,for Fire Spells,per le magie di fuoco
ST_AttributeMod_Conditions/Spell_Fire_Suffix_To,ST_AttributeMod_Conditions,Spell_Fire_Suffix_To,to Fire Spells,alle magie di fuoco
ST_AttributeMod_Conditions/Spell_Fire_Suffix_With,ST_AttributeMod_Conditions,Spell_Fire_Suffix_With,with Fire Spells,con magie di fuoco
ST_AttributeMod_Conditions/Spell_Ice_Prefix_Gain,ST_AttributeMod_Conditions,Spell_Ice_Prefix_Gain,Ice Spells gain,Le magie di ghiaccio ottengono
ST_AttributeMod_Conditions/Spell_Ice_Suffix_For,ST_AttributeMod_Conditions,Spell_Ice_Suffix_For,for Ice Spells,per le magie di ghiaccio
ST_AttributeMod_Conditions/Spell_Ice_Suffix_To,ST_AttributeMod_Conditions,Spell_Ice_Suffix_To,to Ice Spells,alle magie di ghiaccio
ST_AttributeMod_Conditions/Spell_Ice_Suffix_With,ST_AttributeMod_Conditions,Spell_Ice_Suffix_With,with Ice Spells,con magie di ghiaccio
ST_AttributeMod_Conditions/Spell_Prefix_Gain,ST_AttributeMod_Conditions,Spell_Prefix_Gain,All Spells gain,Tutte le magie ottengono
ST_AttributeMod_Conditions/Spell_Suffix_For,ST_AttributeMod_Conditions,Spell_Suffix_For,for all Spells,per tutte le magie
ST_AttributeMod_Conditions/Spell_Suffix_To,ST_AttributeMod_Conditions,Spell_Suffix_To,to all Spells,a tutte le magie
ST_AttributeMod_Conditions/Spell_Suffix_With,ST_AttributeMod_Conditions,Spell_Suffix_With,with all Spells,con tutte le magie
ST_AttributeMod_Conditions/Spell_Telekinesis_Prefix_Gain,ST_AttributeMod_Conditions,Spell_Telekinesis_Prefix_Gain,Telekinesis Spells gain,Le magie di telecinesi ottengono
ST_AttributeMod_Conditions/Spell_Telekinesis_Suffix_For,ST_AttributeMod_Conditions,Spell_Telekinesis_Suffix_For,for Telekinesis Spells,per le magie di telecinesi
ST_AttributeMod_Conditions/Spell_Telekinesis_Suffix_To,ST_AttributeMod_Conditions,Spell_Telekinesis_Suffix_To,to Telekinesis Spells,alle magie di telecinesi
ST_AttributeMod_Conditions/Spell_Telekinesis_Suffix_With,ST_AttributeMod_Conditions,Spell_Telekinesis_Suffix_With,with Telekinesis Spells,con magie di telecinesi
ST_AttributeMod_Conditions/Spell_Wind_Prefix_Gain,ST_AttributeMod_Conditions,Spell_Wind_Prefix_Gain,Wind Spells gain,Le magie di vento ottengono
ST_AttributeMod_Conditions/Spell_Wind_Suffix_For,ST_AttributeMod_Conditions,Spell_Wind_Suffix_For,for Wind Spells,per le magie di vento
ST_AttributeMod_Conditions/Spell_Wind_Suffix_To,ST_AttributeMod_Conditions,Spell_Wind_Suffix_To,to Wind Spells,alle magie di vento
ST_AttributeMod_Conditions/Spell_Wind_Suffix_With,ST_AttributeMod_Conditions,Spell_Wind_Suffix_With,with Wind Spells,con magie di vento
ST_AttributeMod_Conditions/Sword_Infix,ST_AttributeMod_Conditions,Sword_Infix,Sword,Spada
ST_AttributeMod_Conditions/Sword_Prefix,ST_AttributeMod_Conditions,Sword_Prefix,Swords,Spade
ST_AttributeMod_Conditions/Sword_Suffix,ST_AttributeMod_Conditions,Sword_Suffix,with Swords,con le spade
ST_AttributeMod_Conditions/Unarmed_Infix,ST_AttributeMod_Conditions,Unarmed_Infix,Unarmed Attack,Attacco disarmato
ST_AttributeMod_Conditions/Unarmed_Prefix,ST_AttributeMod_Conditions,Unarmed_Prefix,Unarmed Attacks,Attacchi disarmati
ST_AttributeMod_Conditions/Unarmed_Suffix,ST_AttributeMod_Conditions,Unarmed_Suffix,with Unarmed Attacks,con attacchi disarmati
ST_AttributeMod_Conditions/Wind,ST_AttributeMod_Conditions,Wind,Wind,Vento
ST_AttributeMod_Conditions/to,ST_AttributeMod_Conditions,to,to,a
ST_ConsumableDescriptions/AbyssalSpirit_Coating,ST_ConsumableDescriptions,AbyssalSpirit_Coating, -, -
ST_ConsumableDescriptions/AbyssalSpirit_Consume,ST_ConsumableDescriptions,AbyssalSpirit_Consume,{Cast.ModPercent2} increased Damage and Stance. {Cast.ModPercent3} Movement,{Cast.ModPercent2} danno e postura aumentati. {Cast.ModPercent3} movimento
ST_ConsumableDescriptions/AbyssalSpirit_Grenade,ST_ConsumableDescriptions,AbyssalSpirit_Grenade,-,-
ST_ConsumableDescriptions/BitterstoneWine_Coating,ST_ConsumableDescriptions,BitterstoneWine_Coating,-,-
ST_ConsumableDescriptions/BitterstoneWine_Consume,ST_ConsumableDescriptions,BitterstoneWine_Consume,Heal {HealValue} {HealAttribute}. Reduce {Cast.ModAttribute} by {Cast.ModPercent},Ripristina {HealValue} {HealAttribute}. Riduce {Cast.ModAttribute} del {Cast.ModPercent}
ST_ConsumableDescriptions/BitterstoneWine_Grenade,ST_ConsumableDescriptions,BitterstoneWine_Grenade,-,-
ST_ConsumableDescriptions/DriedHerbs_Coating,ST_ConsumableDescriptions,DriedHerbs_Coating,Apply Poison,Applica Veleno
ST_ConsumableDescriptions/DriedHerbs_Consume,ST_ConsumableDescriptions,DriedHerbs_Consume,Heals Poison and grants immunity for {Duration},Cura il Veleno e conferisce immunità per {Duration}
ST_ConsumableDescriptions/DriedHerbs_Grenade,ST_ConsumableDescriptions,DriedHerbs_Grenade,-,-
ST_ConsumableDescriptions/EvericeCrystalPowder_Coating,ST_ConsumableDescriptions,EvericeCrystalPowder_Coating,-,-
ST_ConsumableDescriptions/EvericeCrystalPowder_Consume,ST_ConsumableDescriptions,EvericeCrystalPowder_Consume,Enemies freeze {Cast.ModPercent} faster,I nemici si congelano il {Cast.ModPercent} più velocemente
ST_ConsumableDescriptions/EvericeCrystalPowder_Grenade,ST_ConsumableDescriptions,EvericeCrystalPowder_Grenade,-,-
ST_ConsumableDescriptions/Firecap_Coating,ST_ConsumableDescriptions,Firecap_Coating,-,-
ST_ConsumableDescriptions/Firecap_Consume,ST_ConsumableDescriptions,Firecap_Consume,-,-
ST_ConsumableDescriptions/Firecap_Grenade,ST_ConsumableDescriptions,Firecap_Grenade,-,-
ST_ConsumableDescriptions/Flower_Blue_Coating,ST_ConsumableDescriptions,Flower_Blue_Coating,-,-
ST_ConsumableDescriptions/Flower_Blue_Consume,ST_ConsumableDescriptions,Flower_Blue_Consume,-,-
ST_ConsumableDescriptions/Flower_Blue_Grenade,ST_ConsumableDescriptions,Flower_Blue_Grenade,-,-
ST_ConsumableDescriptions/Flower_Red_Coating,ST_ConsumableDescriptions,Flower_Red_Coating,-,-
ST_ConsumableDescriptions/Flower_Red_Consume,ST_ConsumableDescriptions,Flower_Red_Consume,-,-
ST_ConsumableDescriptions/Flower_Red_Grenade,ST_ConsumableDescriptions,Flower_Red_Grenade,-,-
ST_ConsumableDescriptions/Flower_YellowConsume,ST_ConsumableDescriptions,Flower_YellowConsume,-,-
ST_ConsumableDescriptions/Flower_YellowGrenade,ST_ConsumableDescriptions,Flower_YellowGrenade,-,-
ST_ConsumableDescriptions/Flower_Yellow_Coating,ST_ConsumableDescriptions,Flower_Yellow_Coating,-,-
ST_ConsumableDescriptions/Liquid_01_Coating,ST_ConsumableDescriptions,Liquid_01_Coating,-,-
ST_ConsumableDescriptions/Liquid_01_Consume,ST_ConsumableDescriptions,Liquid_01_Consume,-,-
ST_ConsumableDescriptions/Liquid_01_Grenade,ST_ConsumableDescriptions,Liquid_01_Grenade,-,-
ST_ConsumableDescriptions/Paste_Blue_Coating,ST_ConsumableDescriptions,Paste_Blue_Coating,-,-
ST_ConsumableDescriptions/Paste_Blue_Consume,ST_ConsumableDescriptions,Paste_Blue_Consume,-,-
ST_ConsumableDescriptions/Paste_Blue_Grenade,ST_ConsumableDescriptions,Paste_Blue_Grenade,-,-
ST_ConsumableDescriptions/Paste_Grey_Coating,ST_ConsumableDescriptions,Paste_Grey_Coating,-,-
ST_ConsumableDescriptions/Paste_Grey_Consume,ST_ConsumableDescriptions,Paste_Grey_Consume,-,-
ST_ConsumableDescriptions/Paste_Grey_Grenade,ST_ConsumableDescriptions,Paste_Grey_Grenade,-,-
ST_ConsumableDescriptions/Paste_Red_Coating,ST_ConsumableDescriptions,Paste_Red_Coating,-,-
ST_ConsumableDescriptions/Paste_Red_Consume,ST_ConsumableDescriptions,Paste_Red_Consume,{Cast.ModPercent} increased Stance for {Duration},{Cast.ModPercent} postura aumentata per {Duration}
ST_ConsumableDescriptions/Paste_Red_Grenade,ST_ConsumableDescriptions,Paste_Red_Grenade,-,-
ST_ConsumableDescriptions/Paste_Yellow_Coating,ST_ConsumableDescriptions,Paste_Yellow_Coating,Deals {DamageValue} Fire Damage,Infligge {DamageValue} danni da Fuoco
ST_ConsumableDescriptions/Paste_Yellow_Consume,ST_ConsumableDescriptions,Paste_Yellow_Consume,Increase Movement and Attackspeed by {Cast.ModPercent} for {Duration},Aumenta velocità di movimento e d'attacco del {Cast.ModPercent} per {Duration}
ST_ConsumableDescriptions/Paste_Yellow_Grenade,ST_ConsumableDescriptions,Paste_Yellow_Grenade,-,-
ST_ConsumableDescriptions/RotveinGas_Coating,ST_ConsumableDescriptions,RotveinGas_Coating,Apply Poison,Applica Veleno
ST_ConsumableDescriptions/RotveinGas_Consume,ST_ConsumableDescriptions,RotveinGas_Consume,Poison yourself,Avvelena te stesso
ST_ConsumableDescriptions/RotveinGas_Grenade,ST_ConsumableDescriptions,RotveinGas_Grenade,-,-
ST_ConsumableDescriptions/SmallScrapmetal_Coating,ST_ConsumableDescriptions,SmallScrapmetal_Coating,-,-
ST_ConsumableDescriptions/SmallScrapmetal_Consume,ST_ConsumableDescriptions,SmallScrapmetal_Consume,Damage yourself by {DamageValue},Danneggia te stesso di {DamageValue}
ST_ConsumableDescriptions/SmallScrapmetal_Grenade,ST_ConsumableDescriptions,SmallScrapmetal_Grenade,-,-
ST_ConsumableDescriptions/StoneSalts_Coating,ST_ConsumableDescriptions,StoneSalts_Coating,-,-
ST_ConsumableDescriptions/StoneSalts_Consume,ST_ConsumableDescriptions,StoneSalts_Consume,-,-
ST_ConsumableDescriptions/StoneSalts_Grenade,ST_ConsumableDescriptions,StoneSalts_Grenade,-,-
ST_ConsumableDescriptions/StonerootGlue_Coating,ST_ConsumableDescriptions,StonerootGlue_Coating,-,-
ST_ConsumableDescriptions/StonerootGlue_Consume,ST_ConsumableDescriptions,StonerootGlue_Consume,-,-
ST_ConsumableDescriptions/StonerootGlue_Grenade,ST_ConsumableDescriptions,StonerootGlue_Grenade,-,-
ST_Item_Effects/ItemEffect_Potion_FullSkillTreeReset,ST_Item_Effects,ItemEffect_Potion_FullSkillTreeReset,Resets Skilltree completely.,Azzera completamente l'Albero delle abilità.
ST_Item_Effects/ItemEffect_Potion_Simple,ST_Item_Effects,ItemEffect_Potion_Simple,Take up to two sips. Each heals {Caster.HealValue} {Caster.HealAttribute}.,Permette fino a due sorsi. Ciascuno ripristina {Caster.HealValue} {Caster.HealAttribute}.
ST_SkillTree/Button_ConfirmChoices,ST_SkillTree,Button_ConfirmChoices,Confirm Choices,Conferma scelte
ST_SkillTree/Button_Debug_LevelUp,ST_SkillTree,Button_Debug_LevelUp,Debug Level Up,Aumenta livello (debug)
ST_SkillTree/Button_Debug_LevelUp_100,ST_SkillTree,Button_Debug_LevelUp_100,Debug Level Up to Level 100,Porta al livello 100 (debug)
ST_SkillTree/Button_Debug_ShowDebugButtons,ST_SkillTree,Button_Debug_ShowDebugButtons,Show Debug Buttons,Mostra pulsanti debug
ST_SkillTree/Button_DefaultMode,ST_SkillTree,Button_DefaultMode,Switch to Default Mode,Passa alla modalità predefinita
ST_SkillTree/Button_ResetEntireTree,ST_SkillTree,Button_ResetEntireTree,Debug Reset Entire Tree,Azzera intero albero (debug)
ST_SkillTree/Button_RespecMode,ST_SkillTree,Button_RespecMode,Switch to Respec Mode,Passa alla modalità riassegnazione
ST_SkillTree/Category_Description,ST_SkillTree,Category_Description,Node Category Description,Descrizione categoria nodo
ST_SkillTree/Category_Description_Alchemy,ST_SkillTree,Category_Description_Alchemy,Alchemy Description,"Potenzia la maestria alchemica, le pozioni e gli unguenti per armi."
ST_SkillTree/Category_Description_Defense,ST_SkillTree,Category_Description_Defense,Defense Description,"Aumenta salute, vigore, armatura e capacità difensive."
ST_SkillTree/Category_Description_Magic,ST_SkillTree,Category_Description_Magic,Magic Description,Sblocca e potenzia gli incantesimi offensivi e la riserva di mana.
ST_SkillTree/Category_Description_Magic_Mana,ST_SkillTree,Category_Description_Magic_Mana,Mana Description,Incrementa la capienza massima e la rigenerazione del mana.
ST_SkillTree/Category_Description_Melee,ST_SkillTree,Category_Description_Melee,Melee Description,Potenzia la maestria nel combattimento all'arma bianca.
ST_SkillTree/Category_Description_Melee_Axe,ST_SkillTree,Category_Description_Melee_Axe,Axe Description,Specializzazione e attacchi pesanti con le asce da guerra.
ST_SkillTree/Category_Description_Melee_Club,ST_SkillTree,Category_Description_Melee_Club,Club Description,Specializzazione in colpi sbilancianti e frantumanti con le mazze.
ST_SkillTree/Category_Description_Melee_Dagger,ST_SkillTree,Category_Description_Melee_Dagger,Dagger Description,Specializzazione in colpi rapidi e furtivi con i pugnali.
ST_SkillTree/Category_Description_Melee_Sword,ST_SkillTree,Category_Description_Melee_Sword,Sword Description,"Specializzazione nell'uso della spada, affondi e parate."
ST_SkillTree/Category_Name,ST_SkillTree,Category_Name,Node Category,Categoria nodo
ST_SkillTree/Category_Name_Alchemy,ST_SkillTree,Category_Name_Alchemy,Alchemy,Alchimia
ST_SkillTree/Category_Name_Defense,ST_SkillTree,Category_Name_Defense,Defense,Difesa
ST_SkillTree/Category_Name_Magic,ST_SkillTree,Category_Name_Magic,Magic,Magia
ST_SkillTree/Category_Name_Magic_Mana,ST_SkillTree,Category_Name_Magic_Mana,Mana,Mana
ST_SkillTree/Category_Name_Melee,ST_SkillTree,Category_Name_Melee,Melee,Mischia
ST_SkillTree/Category_Name_Melee_Axe,ST_SkillTree,Category_Name_Melee_Axe,Axe,Ascia
ST_SkillTree/Category_Name_Melee_Club,ST_SkillTree,Category_Name_Melee_Club,Club,Mazza
ST_SkillTree/Category_Name_Melee_Dagger,ST_SkillTree,Category_Name_Melee_Dagger,Dagger,Pugnale
ST_SkillTree/Category_Name_Melee_Sword,ST_SkillTree,Category_Name_Melee_Sword,Sword,Spada
ST_SkillTree/Description_Major_LifeMana,ST_SkillTree,Description_Major_LifeMana,Spells consume Life instead of Mana.,I tuoi incantesimi consumano Salute vitale anziché Mana.
ST_SkillTree/DoesNotWork,ST_SkillTree,DoesNotWork,This node does not work yet! A generic effect is added as a placeholder.,Questo nodo non è ancora attivo! Un effetto generico è stato applicato come segnaposto temporaneo.
ST_SkillTree/FullReset,ST_SkillTree,FullReset,Skilltree Reset,Azzeramento albero abilità
ST_SkillTree/Info_AvailableSkillPoints,ST_SkillTree,Info_AvailableSkillPoints,Available Skill Points:,Punti abilità disponibili:
ST_SkillTree/Info_FullResetPoints,ST_SkillTree,Info_FullResetPoints,Full Reset Points:,Punti azzeramento totale:
ST_SkillTree/Info_InvestedSkillPoints,ST_SkillTree,Info_InvestedSkillPoints,Invested Skill Points:,Punti abilità investiti:
ST_SkillTree/Info_PreviewSkillPoints,ST_SkillTree,Info_PreviewSkillPoints,Preview Skill Points:,Anteprima punti abilità:
ST_SkillTree/Name_Debug_MissingName,ST_SkillTree,Name_Debug_MissingName,Missing Node Name,Nome nodo mancante
ST_SkillTree/Name_Greater_25BleedDam,ST_SkillTree,Name_Greater_25BleedDam,Merciless,Spietato
ST_SkillTree/Name_Greater_AxeMaster,ST_SkillTree,Name_Greater_AxeMaster,Axe Master,Maestro d'ascia
ST_SkillTree/Name_Greater_AxeStamina,ST_SkillTree,Name_Greater_AxeStamina,Berserker,Berserker
ST_SkillTree/Name_Greater_Bark,ST_SkillTree,Name_Greater_Bark,Barkskin,Pelle di corteccia
ST_SkillTree/Name_Greater_Berserker,ST_SkillTree,Name_Greater_Berserker,Berserker,Berserker
ST_SkillTree/Name_Greater_Bladekeep,ST_SkillTree,Name_Greater_Bladekeep,Bladekeeper,Custode delle lame
ST_SkillTree/Name_Greater_BleedLeech,ST_SkillTree,Name_Greater_BleedLeech,Opportunist,Opportunista
ST_SkillTree/Name_Greater_CritBleed,ST_SkillTree,Name_Greater_CritBleed,Precise,Preciso
ST_SkillTree/Name_Greater_Deepfreeze,ST_SkillTree,Name_Greater_Deepfreeze,Deep Freeze,Gelo profondo
ST_SkillTree/Name_Greater_DestFoc,ST_SkillTree,Name_Greater_DestFoc,Destructive Focus,Concentrazione distruttiva
ST_SkillTree/Name_Greater_ExFlames,ST_SkillTree,Name_Greater_ExFlames,Excessive Flames,Fiamme voraci
ST_SkillTree/Name_Greater_Fanatic,ST_SkillTree,Name_Greater_Fanatic,Fanatic,Fanatico
ST_SkillTree/Name_Greater_ForcBlow,ST_SkillTree,Name_Greater_ForcBlow,Forceful Blow,Colpo vigoroso
ST_SkillTree/Name_Greater_FrigidE,ST_SkillTree,Name_Greater_FrigidE,Frigid Enchanter,Incantatore glaciale
ST_SkillTree/Name_Greater_Glutt,ST_SkillTree,Name_Greater_Glutt,Gluttonous,Famelico
ST_SkillTree/Name_Greater_Health,ST_SkillTree,Name_Greater_Health,Greater Increased Health,Salute accresciuta superiore
ST_SkillTree/Name_Greater_HeavyDrinker,ST_SkillTree,Name_Greater_HeavyDrinker,Heavy Drinker,Forte bevitore
ST_SkillTree/Name_Greater_Igniter,ST_SkillTree,Name_Greater_Igniter,Igniter,Accenditore
ST_SkillTree/Name_Greater_Leecher,ST_SkillTree,Name_Greater_Leecher,Leecher,Sanguisuga
ST_SkillTree/Name_Greater_LotSkies,ST_SkillTree,Name_Greater_LotSkies,Lord of the Skies,Signore dei cieli
ST_SkillTree/Name_Greater_MaxLifeKill,ST_SkillTree,Name_Greater_MaxLifeKill,Remorseless Recovery,Recupero spietato
ST_SkillTree/Name_Greater_NormBleed,ST_SkillTree,Name_Greater_NormBleed,Anatomical Knowledge,Conoscenza anatomica
ST_SkillTree/Name_Greater_Ricc,ST_SkillTree,Name_Greater_Ricc,Riccochet,Rimbalzo
ST_SkillTree/Name_Greater_Sage,ST_SkillTree,Name_Greater_Sage,Sage,Saggio
ST_SkillTree/Name_Greater_ShadowSteps,ST_SkillTree,Name_Greater_ShadowSteps,Shadow Steps,Passi d'ombra
ST_SkillTree/Name_Greater_Shatter,ST_SkillTree,Name_Greater_Shatter,Shatter,Frantumazione
ST_SkillTree/Name_Greater_StormS,ST_SkillTree,Name_Greater_StormS,Storm Surge,Ondata di tempesta
ST_SkillTree/Name_Greater_SuddenStrike,ST_SkillTree,Name_Greater_SuddenStrike,Sudden Strike,Colpo repentino
ST_SkillTree/Name_Greater_Tel50Mana,ST_SkillTree,Name_Greater_Tel50Mana,Savant,Sapiente
ST_SkillTree/Name_Greater_VoidRev,ST_SkillTree,Name_Greater_VoidRev,Voidreaver,Predatore del Vuoto
ST_SkillTree/Name_Major_DarkArts,ST_SkillTree,Name_Major_DarkArts,Dark Arts,Arti oscure
ST_SkillTree/Name_Major_EldCon,ST_SkillTree,Name_Major_EldCon,Eldritch Constitution,Costituzione arcana
ST_SkillTree/Name_Major_EleFort,ST_SkillTree,Name_Major_EleFort,Elemental Fortress,Fortezza elementale
ST_SkillTree/Name_Major_FlyDagger,ST_SkillTree,Name_Major_FlyDagger,Flying Dagger,Pugnale volante
ST_SkillTree/Name_Major_Health,ST_SkillTree,Name_Major_Health,Major Increased Health,Salute accresciuta maggiore
ST_SkillTree/Name_Major_HerWin,ST_SkillTree,Name_Major_HerWin,Herald of Winter,Araldo dell'inverno
ST_SkillTree/Name_Major_Horder,ST_SkillTree,Name_Major_Horder,Horder,Accaparratore
ST_SkillTree/Name_Major_LifeMana,ST_SkillTree,Name_Major_LifeMana,Ritualist,Ritualista
ST_SkillTree/Name_Major_ManIce,ST_SkillTree,Name_Major_ManIce,Mandate of Ice,Mandato del ghiaccio
ST_SkillTree/Name_Major_More,ST_SkillTree,Name_Major_More,More!,Ancora!
ST_SkillTree/Name_Major_Pyro,ST_SkillTree,Name_Major_Pyro,Pyromancer,Piromante
ST_SkillTree/Name_Major_Ritualist,ST_SkillTree,Name_Major_Ritualist,Ritualist,Ritualista
ST_SkillTree/Name_Major_Tremor,ST_SkillTree,Name_Major_Tremor,Tremor,Tremore
ST_SkillTree/Name_Medium_FocusFire,ST_SkillTree,Name_Medium_FocusFire,Focus: Fire,Concentrazione: Fuoco
ST_SkillTree/Name_Medium_FocusIce,ST_SkillTree,Name_Medium_FocusIce,Focus: Ice,Concentrazione: Ghiaccio
ST_SkillTree/Name_Medium_FocusTel,ST_SkillTree,Name_Medium_FocusTel,Focus: Telekinesis,Concentrazione: Telecinesi
ST_SkillTree/Name_Medium_FocusWind,ST_SkillTree,Name_Medium_FocusWind,Focus: Wind,Concentrazione: Vento
ST_SkillTree/Name_Medium_GreatAttSP,ST_SkillTree,Name_Medium_GreatAttSP,Greater Attack Speed,Velocità d'attacco superiore
ST_SkillTree/Name_Medium_GreatHealth,ST_SkillTree,Name_Medium_GreatHealth,Greater Health,Salute superiore
ST_SkillTree/Name_Medium_GreatMan,ST_SkillTree,Name_Medium_GreatMan,Greater Mana,Mana superiore
ST_SkillTree/Name_Medium_GreatMel,ST_SkillTree,Name_Medium_GreatMel,Greater Melee Damage,Danno da mischia superiore
ST_SkillTree/Name_Medium_GreatStam,ST_SkillTree,Name_Medium_GreatStam,Greater Stamina,Vigore superiore
ST_SkillTree/Name_Medium_GreaterFireDamage,ST_SkillTree,Name_Medium_GreaterFireDamage,Greater Fire Damage,Danno da fuoco superiore
ST_SkillTree/Name_Medium_GreaterFoc,ST_SkillTree,Name_Medium_GreaterFoc,Greater Focus,Concentrazione superiore
ST_SkillTree/Name_Medium_GreaterIceDamage,ST_SkillTree,Name_Medium_GreaterIceDamage,Greater Ice Damage,Danno da ghiaccio superiore
ST_SkillTree/Name_Medium_GreaterPoisonDam,ST_SkillTree,Name_Medium_GreaterPoisonDam,Greater Poison Damage,Danno da veleno superiore
ST_SkillTree/Name_Minor_AlchPot,ST_SkillTree,Name_Minor_AlchPot,Alchemy Potency,Potenza alchemica
ST_SkillTree/Name_Minor_ArcDam,ST_SkillTree,Name_Minor_ArcDam,Arcane Damage,Danno arcano
ST_SkillTree/Name_Minor_Armor,ST_SkillTree,Name_Minor_Armor,Minor Increased Armor,Armatura aumentata minore
ST_SkillTree/Name_Minor_AttSpeed,ST_SkillTree,Name_Minor_AttSpeed,Attack Speed,Velocità d'attacco
ST_SkillTree/Name_Minor_AxeDam,ST_SkillTree,Name_Minor_AxeDam,Axe Damage,Danno con ascia
ST_SkillTree/Name_Minor_CastSpeed,ST_SkillTree,Name_Minor_CastSpeed,Casting Speed,Velocità di lancio
ST_SkillTree/Name_Minor_ClubDam,ST_SkillTree,Name_Minor_ClubDam,Club Damage,Danno con mazza
ST_SkillTree/Name_Minor_ConsumeDuration,ST_SkillTree,Name_Minor_ConsumeDuration,Consumable Duration,Durata consumabili
ST_SkillTree/Name_Minor_CritChance,ST_SkillTree,Name_Minor_CritChance,Critical Chance,Probabilità di critico
ST_SkillTree/Name_Minor_CritDam,ST_SkillTree,Name_Minor_CritDam,Critical Damage,Danno critico
ST_SkillTree/Name_Minor_DagDam,ST_SkillTree,Name_Minor_DagDam,Dagger Damage,Danno con pugnale
ST_SkillTree/Name_Minor_FireDam,ST_SkillTree,Name_Minor_FireDam,Fire Damage,Danno da fuoco
ST_SkillTree/Name_Minor_Health,ST_SkillTree,Name_Minor_Health,Minor Increased Health,Salute aumentata minore
ST_SkillTree/Name_Minor_HealthReg,ST_SkillTree,Name_Minor_HealthReg,Health Regeneration,Rigenerazione salute
ST_SkillTree/Name_Minor_IceDam,ST_SkillTree,Name_Minor_IceDam,Ice Damage,Danno da ghiaccio
ST_SkillTree/Name_Minor_Mana,ST_SkillTree,Name_Minor_Mana,Mana,Mana
ST_SkillTree/Name_Minor_ManaReg,ST_SkillTree,Name_Minor_ManaReg,Mana Regeneration,Rigenerazione mana
ST_SkillTree/Name_Minor_MeleeDamage,ST_SkillTree,Name_Minor_MeleeDamage,Melee Damage,Danno da mischia
ST_SkillTree/Name_Minor_PoisonDam,ST_SkillTree,Name_Minor_PoisonDam,Poison Damage,Danno da veleno
ST_SkillTree/Name_Minor_SpellPower,ST_SkillTree,Name_Minor_SpellPower,Spell Power,Potenza magica
ST_SkillTree/Name_Minor_Stamina,ST_SkillTree,Name_Minor_Stamina,Stamina,Vigore
ST_SkillTree/Name_Minor_SwordDam,ST_SkillTree,Name_Minor_SwordDam,Sword Damage,Danno con spada
ST_SkillTree/Name_Minor_WalkSpeed,ST_SkillTree,Name_Minor_WalkSpeed,Walking Speed,Velocità di camminata
ST_SkillTree/Name_Minor_Wisdom_1,ST_SkillTree,Name_Minor_Wisdom_1,Wisdom,Saggezza
ST_SkillTree/Name_SpellAlt_ChainWrath,ST_SkillTree,Name_SpellAlt_ChainWrath,Chain of Wrath,Catena dell'ira
ST_SkillTree/Name_SpellAlt_CircleEmbers,ST_SkillTree,Name_SpellAlt_CircleEmbers,Circle of Embers,Cerchio di braci
ST_SkillTree/Name_SpellAlt_EldStorm,ST_SkillTree,Name_SpellAlt_EldStorm,Eldritch Storm,Tempesta arcana
ST_SkillTree/Name_SpellAlt_FireTrap,ST_SkillTree,Name_SpellAlt_FireTrap,Fire Trap,Trappola di fuoco
ST_SkillTree/Name_SpellAlt_FlameSpout,ST_SkillTree,Name_SpellAlt_FlameSpout,Flame Spout,Getto di fiamma
ST_SkillTree/Name_SpellAlt_FrostTrap,ST_SkillTree,Name_SpellAlt_FrostTrap,Frost Trap,Trappola di gelo
ST_SkillTree/Name_SpellAlt_IceBreath,ST_SkillTree,Name_SpellAlt_IceBreath,Ice Breath,Soffio di ghiaccio
ST_SkillTree/Name_SpellAlt_PolarVortex,ST_SkillTree,Name_SpellAlt_PolarVortex,Polar Vortex,Vortice polare
ST_SkillTree/Name_SpellAlt_ShardsWinter,ST_SkillTree,Name_SpellAlt_ShardsWinter,Shards of Winter,Schegge d'inverno
ST_SkillTree/Name_SpellAlt_TelTrap,ST_SkillTree,Name_SpellAlt_TelTrap,Telekinetic Trap,Trappola telecinetica
ST_SkillTree/Name_StartNode_South,ST_SkillTree,Name_StartNode_South,Insight,Intuizione
ST_SkillTree/Name_StartNode_West,ST_SkillTree,Name_StartNode_West,Power,Potere
ST_SkillTree/Name_Start_Node,ST_SkillTree,Name_Start_Node,Start Node,Nodo iniziale
ST_SkillTree/Name_StarterNode_East,ST_SkillTree,Name_StarterNode_East,Wrath,Ira
ST_SkillTree/Name_StarterNode_North,ST_SkillTree,Name_StarterNode_North,Fortitude,Tempra
ST_SkillTree/Node_Separator_AttributeMod_Disply,ST_SkillTree,Node_Separator_AttributeMod_Disply,:,:
ST_SkillTree/SKillDesc_BleedDam,ST_SkillTree,SKillDesc_BleedDam,Increases damage against bleeding enemies by 25%,Aumenta del 25% i danni contro i nemici sanguinanti
ST_SkillTree/SkillDesc_Berserker,ST_SkillTree,SkillDesc_Berserker,-40% Stamina consumption for axe attacks,-40% al consumo di vigore per gli attacchi con l'ascia
ST_SkillTree/SkillDesc_BleedLeech,ST_SkillTree,SkillDesc_BleedLeech,+5% Life leech when enemy is bleeding,+5% di furto vitale quando il bersaglio sanguina
